,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,COMPREHENSIVE PHARMACEUTICAL PROCUREMENT CONTRACT MANAGEMENT FOLLOW UP SHEET,,,,,,,,,,,Performance Guarantee follow up & Status,,,,,,,,,,,,Bank and Insurance Team,,,,,Shipment Follow Up and Port Clearance Team,,,Remark,
S.N,Recevied date from TMD,Tender reference number,PO No,Supplier,Country of Origin,Local A.,Discription of the product,Unit,Qauntity,Unit Price,Total price,Total PO Amount,Currency,Budget Source,Mode of Shipment,PO Transferred to BIT/LT Date,PG Requested Date,PG received Date,PG Confirmed Date,Bank/Insurance Name,PG Reference ,PG Expiry Date,Remaining Days for PG Expiry,Submit PG,Status,Satus Date,PG Receiver name,BI Officer,LC Opening Status,LC Opened Date,LC Expiry Date,LC Age (Days),Shipment Officer,Shipment Status,Order Closure,,
981,1/12/2026,EPSA-NCB-G-0064-2018-BID,4500008794,Royal medical textile manufacturing PLC,Ethiopia,Royal medical textile manufacturing PLC,Facemask surgical of 50,PAC,"14,400",487.5,"7,020,000.00","7,020,000.00",ETB,MOH-MVD-25-001-011,Truck,1/12/2026,Delivered for Marburg virus as emergency,,,,,,"-46,221",ENTER DATE,,,,,,,,"46,221",Hirkisa,,," The product fully deliverd befor the PO recieved from TMD .So,no PG requred",
,1/12/2026,EPSA-NCB-G-0064-2018-BID,4500008825,Pharmagate Healthcare,Ethiopia,Pharmagate Healthcare,Hand Sanitizer of 1 L,BT,"3,000",369.7,"1,109,100.00","1,109,100.00",ETB,MOH-MVD-25-001-011,Truck,1/12/2026,,,,,,,,,,,,,,,,,,,,,
983,12/9/2026,EPS-NCB-0020-2018-BID,,Bahita Hailu G/yohanise/Lemamat Trading And Industry,Ethiopia,Bahita Hailu G/yohanise/Lemamat Trading And Industry,,,,,0.00,0.00,,,,,,12/9/2026,12/10/2026,Hibret Insurance,GU/07/7512/2025/00004,11/11/2026,116,ENTER DATE,,,,,,,,"46,221",,,,PB,
984,1/13/2026,EPSA-NCB-G-0009-2018-BID,4500008989,Pharmagate Health care,Ethiopia,Pharmagate Health care,Chemical -Giemsa stain -0.76% solution of 500 ml,BT,"14,234",359.89,"5,122,674.26","14,443,763.00",ETB,RDF,Truck,1/14/2026,,1/13/2026,1/13/2026,Bunna Insurance,G/MES/1307/001173/2025,12/9/2026,144,ENTER DATE,,,,,,,,"46,221",Hirkisa,,,,
,,,,,,,Chemical denatured alcol 70% solution of 1 L,BT,"27,774",179.81,"4,994,042.94",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Lugols  Iodine for medical use 5% solution of 500 ml,BT,"5,132",843.15,"4,327,045.80",,,,,,,,,,,,,,,,,,,,,,,,,,
987,1/13/2026,EPSA-NCB-G-0009-2018-BID,4500008990,Pharmagate Health care,Ethiopia,Pharmagate Health care,Chemical Genitan 1% solution of 500 ml,BT,"3,255",90,"292,950.00","5,415,624.26",ETB,RDF,Truck,1/14/2026,,1/13/2026,1/13/2026,Bunna Insurance,G/MES/1307/001173/2025,12/9/2026,144,ENTER DATE,,,,,,,,"46,221",Hirkisa,,,,
,,,,,,,Chemical -Giemsa stain -0.76% solution of 500 ml,BT,"14,234",359.89,"5,122,674.26",,,,,,,,,,,,,,,,,,,,,,,,,,
989,1/13/2026,EPSS6/RT2/FW/GF/HIV &SYPHILIS/LR/03/23,4500006829,SD Biosensor,China,Litmedx PLC,HIV/Syphilis combo test of 25 tests,PAC,"170,751",18,"3,073,518.00","3,073,518.00",USD,GF-HIV-GC7-0001-011,Air,1/14/2026,1/15/2026,11/21/2025,11/22/2025,CBE,MD2529700047,10/31/2026,105,-55,,,,Dejene,Opened,1/24/2026,4/23/2026,175,Kaleab,,,,
990,1/14/2026,EPSA-NCB-G-0025-2018-BID,4500009169,Humanwell Pharmaceutical ,Ethiopia,Humanwell Pharmaceutical ,Atorvastatine 20 mg tablet of 10x10,PAC,"95,430",225,"21,471,750.00","21,471,750.00",ETB,RDF,Truck,1/14/2026,,1/13/2026,1/13/2026,Bunna Insurance,G/ARK/1307/001288/2026,1/9/2027,175,ENTER DATE,,,,,,,,"46,221",,,,,
991,1/14/2026,EPSA-NCB-G-0037--2017-BID,4500009189,Humanwell Pharmaceutical ,Ethiopia,Humanwell Pharmaceutical ,Hyoscine(scopolamine)butyle bromide 10mg tablet of 10x10,PAC,"42,341",368,"15,581,488.00","15,581,488.00",ETB,RDF,Truck,1/20/2026,,1/13/2026,1/13/2026,Bunna Insurance,G/ARK/1307/001288/2026,1/9/2027,332,ENTER DATE,Released,2/11/2026,Sintayehu Desta,,,,,"46,221",Eyob,,,,
992,1/13/2026,EPSA-NCB-G-0020-2018-BID,4500009141,Adama Development PLC Nazmed Medical,Ethiopia,Adama Development PLC Nazmed Medical,Guaze Swab 10cmx10cm of 10 pieses,PAC,"12,388",28.5,"353,058.00","7,593,963.00",ETB,RDF,Truck,1/14/2026,,1/13/2026,1/13/2026,Abysinia Bank,BOA/BBL/0200/2025,12/16/2026,236,ENTER DATE,Released,4/24/2026,Sintayehu Desta,,,,,"46,221",Hirkisa,,,,
,,,,,,,Gauze  Bandage 7.5cmx5m 0f 12 pieces,DZ,"40,005",181,"7,240,905.00",,,,,,,,,,,,,,,,,,,,,,,,,,
994,1/13/2026,EPSA-NCB-G-0020-2018-BID,4500009144,Adama Development PLC Nazmed Medical,Ethiopia,Adama Development PLC Nazmed Medical,Guaze Swab 10cmx10cm of 10 pieses,PAC,"12,388",28.5,"353,058.00","7,594,325.00",ETB,RDF,Truck,1/14/2026,,1/13/2026,1/13/2026,Abysinia Bank,BOA/BBL/0200/2025,12/16/2026,236,ENTER DATE,Released,4/24/2026,Seifu Girma,,,,,"46,221",Hirkisa,,,,
,,,,,,,Gauze  Bandage 7.5cmx5m 0f 12 pieces,DZ,"40,007",181,"7,241,267.00",,,,,,,,,,,,,,,,,,,,,,,,,,
996,1/13/2026,EPSA-NCB-G-0020-2018-BID,4500009138,Adama Development PLC Nazmed Medical,Ethiopia,Adama Development PLC Nazmed Medical,Guaze Swab 10cmx10cm of 10 pieses,PAC,"12,388",28.5,"353,058.00","7,593,963.00",ETB,RDF,Truck,1/14/2026,,1/13/2026,1/13/2026,Abysinia Bank,BOA/BBL/0200/2025,12/16/2026,236,ENTER DATE,Released,4/24/2026,Seifu Girma,,,,,"46,221",Hirkisa,,,,
,,,,,,,Gauze  Bandage 7.5cmx5m 0f 12 pieces,DZ,"40,005",181,"7,240,905.00",,,,,,,,,,,,,,,,,,,,,,,,,,
998,1/13/2026,EPSA-NCB-G-0020-2018-BID,4500009140,Adama Development PLC Nazmed Medical,Ethiopia,Adama Development PLC Nazmed Medical,Guaze Swab 10cmx10cm of 10 pieses,PAC,"12,388",28.5,"353,058.00","7,593,963.00",ETB,RDF,Truck,1/7/2026,,1/13/2026,1/13/2026,Abysinia Bank,BOA/BBL/0200/2025,12/16/2026,236,ENTER DATE,Released,4/24/2026,Seofu Girma,,,,,"46,221",Hirkisa,,,,
,,,,,,,Gauze  Bandage 7.5cmx5m 0f 12 pieces,DZ,"40,005",181,"7,240,905.00",,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1/13/2026,EPSA-NCB-G-0020-2018-BID,4500009142,Adama Development PLC Nazmed Medical,Ethiopia,Adama Development PLC Nazmed Medical,Guaze Swab 10cmx10cm of 10 pieses,PAC,"12,388",28.5,"353,058.00","7,593,963.00",ETB,RDF,Truck,1/14/2026,,1/13/2026,1/13/2026,Abysinia Bank,BOA/BBL/0200/2025,12/16/2026,236,ENTER DATE,Released,4/24/2026,Seifu Girma,,,,,"46,221",Hirkisa,,,,
,,,,,,,Gauze  Bandage 7.5cmx5m 0f 12 pieces,DZ,"40,005",181,"7,240,905.00",,,,,,,,,,,,,,,,,,,,,,,,,,
1002,1/13/2026,EPSA-ICB-G-0008-2017-BID,4500009172,Hangzhou Alltest Biotech Co;LTD,China,Life care pharmaceutical trading,Serology-syphilis immunochromatographic test cassette individually packed whole blood/serum/ plasma of 40 tests,PAC,"47,040",3.36,"158,054.40","158,054.40",USD,RDF,Sea,1/26/2026,1/27/2026,2/26/2026,2/27/2026,Awash Bank,AA00045903,2/17/2027,233,30,Released,6/29/2026,Jibril Ali,Dejene,Opened,2/10/2026,5/10/2026,158,,,,,
9/29/1902,1/13/2026,EPSA-ICB-G-0008-2017-BID,4500009174,Care Pharma FZ LLC,Utd Arab. Emir,Life care pharmaceutical trading,Vacutainer blood collection with EDTA Anticoangulant purple top 4 ml plastic of 100 s,PAC,"39,410",2.52,"99,313.20","147,534.84",USD,RDF,Sea,1/26/2026,1/27/2026,2/18/2026,2/19/2026,Awash Bank,AB/IFB/CRM&OP/1176/26,2/17/2027,214,22,,,,Selamawit,Opened,2/10/2026,5/10/2026,158,Amanuel,,,,
,,,,,,,Laboratories supplies cover slide rectangular size 22x22 mm thickness 0.13 mm of 100 pieces,PAC,"130,596",0.29,"37,872.84",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vacutainer blood collection with citrated anticoangulant blue top 4 ml plastic   of 100 s,PAC,"3,920",2.64,"10,348.80",,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1/14/2026,EPSA6/RT2/FW/GF-HAPCO/HIVRTK/LR/01/22,4500007296,Intec products Inc,China,Medlab medical Equpments Supplies  Import,Rapid test kit -firist assay one step anti-HIV(1&2) Test kit of 40 tests,KIT,"213,022",12.8,"2,726,681.60","2,726,681.60",USD,GF-HIV,Air,1/14/2026,1/16/2026,1/29/2026,1/29/2026,Awash Bank,AA 000464004,2/23/2027,220,13,,,,Selamawit,Opened,2/7/2026,4/7/2026,161,,,,,
1007,1/14/2026,EPSA6/RT2/FW/GF-HAPCO/HIVRTK/LR/01/22,4500007297,Premer medical corporation PVT LTD,India,Biotech PLC,Rapide test kit seconed assay firist responce HIV1-2.0 Card (version 2.0) test kit of 30 test,KIT,"10,872",22.5,"244,620.00","244,620.00",USD,GF-HIV,Air,1/15/2026,1/16/2026,3/3/2026,3/6/2026,Bunna Bank,2026.PB.0014,1/31/2027,197,46,,,,Yordanos,Opened,3/21/2026,6/18/2026,119,Kaleab,,,,
1008,1/14/2026,EPSA6/RT2/FW/GF-HAPCO/HIVRTK/LR/01/22,4500007298,Trinity Biotech Manufacturing LTD,Iran,Medlab medical Equpments Supplies  Import,Rapid test kit -third assay uni-gold test kit of 20 tests,KIT,"16,308",30,"489,240.00","489,240.00",USD,GF-HIV,Air,1/15/2026,1/16/2026,2/4/2026,2/5/2026,CBE,MD2603100099,2/3/2027,200,19,,,,Selamawit,Opened,6/10/2026,6/7/2026,38,Sisay,,,,
1009,1/21/2026,EPSA-NCB-G-0021-2018-BID,4500008832,Glocare Pharma Manufacturing PLC,Ethiopia,Glocare Pharma Manufacturing PLC,Loratadine 10 mg tablet of 10x10,PAC,"29,997",163.08,"4,891,910.76","4,891,910.76",ETB,RDF,Truck,1/21/2026,,1/14/2026,1/15/2026,Oromia Insurance S.C,P/11/1702/25-26/00026,1/14/2027,180,ENTER DATE,,,,,,,,"46,221",Eyob,,,,
1010,1/21/2026,EPSA-NCB-G-0021-2018-BID,4500008835,Glocare Pharma Manufacturing PLC,Ethiopia,Glocare Pharma Manufacturing PLC,CHlorpromazine HCL 25mg tablet of 10x10,PAC,"61,680",93,"5,736,240.00","5,736,240.00",ETB,RDF,Truck,1/21/2026,,1/14/2026,1/15/2026,Oromia Insurance S.C,P/11/1702/25-26/00025,1/14/2027,180,ENTER DATE,,,,,,,,"46,221",Eyob,,,,
1011,1/21/2026,EPSA-NCB-G-26-2018-BID,4500009187,Glocare Pharma Manufacturing PLC,Ethiopia,Glocare Pharma Manufacturing PLC,Metformine -500mg tablet of 10x10,PAC,"124,594",158,"19,685,852.00","19,685,852.00",ETB,RDF,Truck,1/21/2026,,1/14/2026,1/15/2026,Oromia Insurance S.C,P/11/1702/25-26/00028,1/14/2027,180,ENTER DATE,,,,,,,,"46,221",Eyob,Awaiting Shipment,,,
1012,1/21/2026,EPSA-NCB-G-0025-2018-BID,4500009175,Glocare Pharma Manufacturing PLC,Ethiopia,Glocare Pharma Manufacturing PLC,Amilodipine 10 mg tablet of 10x10,PAC,"392,742",102.68,"40,326,748.56","114,505,611.79",ETB,RDF,Truck,1/21/2026,,1/14/2026,1/15/2026,Oromia Insurance S.C,P/11/1702/25-26/00029,1/14/2027,180,ENTER DATE,,,,,,,,"46,221",Eyob,,,,
,,,,,,,Amilodipine 5 mg tablet of 10x10,PAC,"483,633",67.95,"32,862,862.35",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Atorvastatine 20mg tablet of 10x10,PAC,"95,430",225,"21,471,750.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Glibenclamide 5 mg tablet of 10x10,PAC,"205,342",96.64,"19,844,250.88",,,,,,,,,,,,,,,,,,,,,,,,,,
1013,1/21/2026,EPSA-NCB-G-0025-2018-BID,4500008840,Glocare Pharma Manufacturing PLC,Ethiopia,Glocare Pharma Manufacturing PLC,Atenolol 50 mg tablet of 10x10,PAC,"28,512",120,"3,421,440.00","3,421,440.00",ETB,RDF,Truck,1/21/2026,,1/14/2026,1/15/2026,Oromia Insurance S.C,P/11/1702/25-26/00027,1/14/2027,180,ENTER DATE,,,,,,,,"46,221",Eyob,,,,
1014,1/14/2026,ICB/PFSA6/RDF/FW/Plasment/LR/20/18,4500006784,Bechman Coulter,Switzmerland,Delta Instrument Technology,Unicel DxH 800-Diluent of 10 L,JAR,"3,670",41.83,"153,516.10","264,274.42",USD,RDF,Sea,1/16/2026,1/15/2026,3/4/2026,3/5/2026,CBE,MD2605795606,2/28/2027,225,48,,,,Gebresillassei,,,,"46,221",,,,,
,,,,,,,Unicel DxH 800-Cell lyce of 5 L,JAR,216,243.7,"52,639.20",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Unicel DxH 800 Diff pack of 2.75 L,JAR,353,89.11,"31,455.83",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Unicel DxH 800 Retic pack of 2.28 L,JAR,77,98.21,"7,562.17",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Unicel DxH 800 Cleaner of 5 L,JAR,404,47.28,"19,101.12",,,,,,,,,,,,,,,,,,,,,,,,,,
1019,1/14/2026,ICB/PFSA6/RDF/FW/Plasment/LR/20/18,4500006785,Bechman Coulter,Switzmerland,Delta Instrument Technology,Unicel DxH 800 Cell control of 12x3 ml,PAC,25,465.58,"11,639.50","16,797.14",USD,RDF,Air,1/16/2026,1/15/2026,3/4/2026,3/5/2026,CBE,MD2605782091,2/28/2027,225,48,,,,Gebresillassei,,,,"46,221",,,,,
,,,,,,,Unicel SxH 800 LATRON CP-X Control of 8x3 ml,PAC,40,120.03,"4,801.20",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Unicel DxH Calibirator kit of 3.3 ml,PAC,4,89.11,356.44,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,1/21/2026,EPSA-ICB-G-0012-2017-BID,4500009247,Macleods Pharmaceutical Ltd,India,Lifecare Pharmaceutical trading,Thyroxine sodium  0.1 mg tablet of 10x10,PAC,"26,264",3.41,"89,560.24","89,560.24",USD,RDF,Air,1/21/2026,1/27/2026,2/5/2026,2/6/2026,Awashbank,AA 000045048,1/6/2027,172,9,,,,Yordanos,Opened,2/10/2026,5/10/2026,158,Sena,,,,
1023,1/21/2026,EPSA-ICB-G-0006-2017-BID,4500008115,Nipro middle East FZE,Utd.Arab.Emir,ABH Partners PLC,"Acid concentrate calsium 1.25mmol/L, potasium 2mmol/L of 10 L",JAR,"4,490",3.88,"17,421.20","45,488.54",USD,RDF,Sea,1/26/2026,1/27/2026,2/6/2026,2/9/2026,Dashen Bank,444GTEE202500444,1/30/2027,196,10,,,,Selamawit,Opened,2/13/2026,5/13/2026,155,Amanuel,,,,
,,,,,,,"Acid concentrate calsium 1.25mmol/L, potasium 3mmol/L of 10 L",JAR,75,3.88,291.00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Blood tubing of set,EA,"8,930",2.8906,"25,813.06",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Fistula needle 16 G of pair,PAA,"4,400",0.4462,"1,963.28",,,,,,,,,,,,,,,,,,,,,,,,,,
1027,1/21/2026,EPSA-ICB-G-0008-2017-BID,4500009167,Intec Products Inc,China,Nanchang china,Serology-syphilis immunochromatographic test cassette individually packed whole blood/serum/ plasma of 40 tests,PAC,"31,360",3.36,"105,369.60","105,369.60",USD,RDF,Air,1/26/2026,1/27/2026,2/18/2026,,Awash Bank,AA 00046462,2/10/2027,207,22,,,,Yordanos,Opened,2/9/2026,5/9/2026,159,Kaleab,Awaiting Shipment,,,
1028,1/21/2026,EPSA-ICB-G-001202018-BID,4500008806,Meridian Enterprises PVT LTD,India,Estro import and Export PLC,Diclofenac sodium 100mg suppository of 10,PAC,"90,000",0.5,"45,000.00","45,000.00",USD,RDF,Air,1/22/2026,1/24/2026,1/26/2026,1/29/2027,Berhan Bank,BrB/MB/PG/8742/26,1/25/2027,191,2,,,,Selamawit,Opened,1/31/2026,4/30/2026,168,Sena,,,,
1029,1/22/2026,EPSA-ICB-G-0012-2018-BID,4500009273,Galentic Pharma,India,Medtech Ethiopia PLC,Anti-haemorrhoidal (bethamethasone valerate+phenylephrene HCL +Lidocain HCL)( 0.5mg+1mg+25mg) ointment of 20 gm,TU,"185,952",0.63,"117,149.76","117,149.76",USD,RDF,Sea,1/26/2026,1/27/2026,2/12/2026,2/12/2026,CBE,2026.LOC.05,2/10/2027,207,16,,,,Dejene,Opened,2/16/2026,5/14/2026,152,Samuel ,,,,
1030,1/22/2026,EPSA-NCB-G-0020-2018-BID,4500009149,Bahita Hailu Gebreyohans/Lemamat Trad,Ethiopia,"Bahita Hailu Gebreyohans/Lemamat Trad
",Glove  examination latex non-powdered small of 100 pieces,PAC,"16,204",600,"9,722,400.00","65,046,140.00",ETB,RDF,Truck,1/23/2026,,12/14/2025,12/15/2025,Hibret  Insurance,GU/07/7512/2025/00004,11/11/2026,116,ENTER DATE,,,,,,,,"46,221",Hirkisa,,,,
,,,,,,,Glove  examination latex non-powdered  Large of 100 pieces,PAC,"43,562",1270,"55,323,740.00",,,,,,,,,,,,,,,,,,,,,,,,,,
1032,1/22/2026,EPSA-NCB-G-0020-2018-BID,4500009150,Bahita Hailu Gebreyohans/Lemamat Trad,Ethiopia,Bahita Hailu Gebreyohans/Lemamat Trad,Glove  examination latex non-powdered small of 100 pieces,PAC,"16,204",600,"9,722,400.00","65,046,140.00",ETB,RDF,Truck,1/23/2026,,12/14/2025,12/15/2025,Hibret  Insurance,GU/07/7512/2025/00004,11/11/2026,116,ENTER DATE,,,,,,,,"46,221",Hirkisa,,,,
,,,,,,,Glove  examination latex non-powdered  Large of 100 pieces,PAC,"43,562",1270,"55,323,740.00",,,,,,,,,,,,,,,,,,,,,,,,,,
1034,1/22/2026,EPSA-NCB-G-0020-2018-BID,4500009151,Bahita Hailu Gebreyohans/Lemamat Trad,Ethiopia,Bahita Hailu Gebreyohans/Lemamat Trad,Glove  examination latex non-powdered small of 100 pieces,PAC,"16,204",600,"9,722,400.00","65,049,950.00",ETB,RDF,Truck,1/23/2026,,12/14/2025,12/15/2025,Hibret  Insurance,GU/07/7512/2025/00004,11/11/2026,116,ENTER DATE,,,,,,,,"46,221",Hirkisa,,,,
,,,,,,,GLEX Glove  examination latex non-powdered  Large of 100 pieces,PAC,"43,565",1270,"55,327,550.00",,,,,,,,,,,,,,,,,,,,,,,,,,
1036,1/22/2026,EPSA-NCB-G-0020-2018-BID,4500009057,Bahita Hailu Gebreyohans/Lemamat Trad,Ethiopia,Bahita Hailu Gebreyohans/Lemamat Trad,GLEX Glove  examination latex non-powdered small of 100 pieces,PAC,"16,204",600,"9,722,400.00","65,046,140.00",ETB,RDF,Truck,1/23/2026,,12/14/2025,12/15/2025,Hibret  Insurance,GU/07/7512/2025/00004,11/11/2026,116,ENTER DATE,,,,,,,,"46,221",Hirkisa,,,,
,,,,,,,GLEX Glove  examination latex non-powdered  Large of 100 pieces,PAC,"43,562",1270,"55,323,740.00",,,,,,,,,,,,,,,,,,,,,,,,,,
1038,1/22/2026,EPSA-NCB-G-0020-2018-BID,4500009058,Bahita Hailu Gebreyohans/Lemamat Trad,Ethiopia,Bahita Hailu Gebreyohans/Lemamat Trad,GLEX Glove  examination latex non-powdered small of 100 pieces,PAC,"16,204",600,"9,722,400.00","65,046,140.00",ETB,RDF,Truck,1/23/2026,,12/14/2025,12/15/2025,Hibret  Insurance,GU/07/7512/2025/00004,11/11/2026,116,ENTER DATE,,,,,,,,"46,221",Hirkisa,,,,
,,,,,,,GLEX Glove  examination latex non-powdered  Large of 100 pieces,PAC,"43,562",1270,"55,323,740.00",,,,,,,,,,,,,,,,,,,,,,,,,,
1040,1/23/2026,EPSA-ICB-G-0007-2018-BID,4500009283,Gst corporation Ltd,India,Zaf Pharmaceutical trading PVT LTD,Canula intravenous set 20 G of 100 pices,PAC,"29,970",4.888,"146,493.36","1,308,045.84",USD,RDF,Sea,1/23/2026,1/27/2026,3/6/2026,3/7/2026,CBE,MD2605790094,12/9/2026,144,38,,,,Dejene,,,,"46,221",,,,,
,,,,,,,,PAA,"33,993",29.167,"991,473.83",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Glove gynecological examination(elbow glove) n.o 6.5,PAA,"5,436",29.167,"158,551.81",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tongue depressor (spatula) wooden of 50 pices,PC,"36,945",0.312,"11,526.84",,,,,,,,,,,,,,,,,,,,,,,,,,
1044,1/23/2026,EPSA-ICB-G-0057-2018-BID,4500009105,Reyoung Pharmaceuticals,China,Dat International PLC,"Penicillin G , Benzanthine 2.4MIU Injection in vial of 100",PAC,"8,127",16.87,"137,102.49","137,102.49",USD,RDF,Air,2/4/2026,1/27/2026,2/27/2026,2/27/2026,CBE,MD2604400077,1/31/2027,197,31,,,,Yordanos,,,,"46,221",,,,,
1045,1/23/2026,EPSA-ICB-G-0042-2018-BID,4500009445,Pil Pharmaceutical LTD,India,Ema construction and Trading PLC,Amoxacillin 125mg/5ml oral suspension of 100 ml,BT,"1,498,806",0.209,"313,250.45","849,034.86",USD,RDF,Sea,1/26/2026,1/27/2026,3/6/2026,,Awash Bank,AA 00046497,2/25/2027,222,38,,,,Mahider,Opened,2/17/2026,5/17/2026,151,Semira,,,,
,,,,,,,Ceftriaxone 0.5 g in vial powder for IV & IM Injection with 5 ml,PAC,"649,320",0.136,"88,307.52",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ceftriaxone 1g in vial powder for  Injection with 10 ml,PAC,"2,418,794",0.185,"447,476.89",,,,,,,,,,,,,,,,,,,,,,,,,,
1048,1/23/2026,EPSA-ICB-G-0007-2018-BID,4500009341,Guilin HBM,China,Life care pharmaceuticals trading,Glove surgical latex sterile powdered free No 7,PAA,"32,094",5.78,"185,503.32","185,503.32",USD,RDF,Sea,1/26/2026,1/27/2026,4/7/2026,4/8/2026,CBE,MD2606333742,2/16/2027,213,70,,,,Mahider,Opened,2/14/2026,5/14/2026,154,Efa,,,,
1049,1/23/2026,EPSA-ICB-G-0007-2018-BID,4500009285,Care Pharma FZ LLC,Utd. Arab emir,Life care pharmaceuticals trading,Urine collecting Bag PVC Latex product 2000ml,EA,"290,601",0.125,"36,325.13","36,325.13",USD,RDF,Sea,1/26/2026,1/27/2026,2/18/2027,2/19/2026,Awash Bank,AB/IFB/CRM&OP/1174/26,2/17/2027,214,387,,,,Mahider,Opened,2/14/2026,5/14/2026,154,Amanuel,,,,
1050,1/23/2026,EPSA-ICB-G-0053-2018-BID,4500009121,Mission Pharma,Denmark,MT International AA,Sodium Valproat 200mg/5ml syrup of 300 ml,BT,"10,000",6.5,"65,000.00","65,000.00",USD,RDF,Air,1/27/2026,1/28/2026,2/11/2026,2/11/2026,CBE,MD2603499960,2/26/2027,223,14,,,,Mahider,Opened,2/5/2026,5/5/2026,163,Sagni,,,,
1051,1/23/2026,EPSA-ICB-G-0007-2018-BID,4500009362,jiangying jinfeng  medical equpment Co.L,Chaina,Leyan Pharmaceuticals,Syrange(Disposable) 20 ml with needle 21 G of 50 pices,PAC,"20,475",1.79,"36,650.25","36,650.25",USD,RDF,Sea,1/27/2026,2/4/2026,3/31/2026,3/31/2026,Awash Bank,AA 00046362,3/6/2027,231,55,,,,Dejene,Opened,4/7/2026,7/4/2026,102,Yoseph,,,,
1052,1/27/2026,EPSA-ICB-G-012-2018-BID,4500009280,Scott Edill Pharmacia,India,Kare Pharmaceuticals PLC,Loratadine 5mg/5ml syrup of 100 ml,BT,"33,270",0.56,"18,631.20","18,631.20",USD,RDF,Sea,1/27/2026,1/30/2026,2/13/2026,2/14/2026,Awash Bank,AA00046453,2/6/2027,203,14,,,,Mahider,Opened,2/10/2026,5/10/2026,158,Samuel ,,,,
1053,1/27/2026,EPSA-ICB-G-0007-2018-BID,4500009329,Wise team FZC,Utd. Arab emir,Wise team PLC,Adhesive plaster zinc oxide 12.5cmx10m,EA,"421,128",0.86,"362,170.08","362,170.08",USD,RDF,Sea,1/27/2026,1/30/2026,2/4/2026,2/6/2026,Hibret Bank,HB/111/PB7253/26,1/30/2027,196,5,,,,Yordanos,Opened,,,"46,221",,Awaiting Shipment,,,
1054,1/27/2026,EPSA-ICB-G-0054-2018-BID,4500009409,Leben Laboratory pvt.ltd,India,Dat International Trading  PLC,Indomethacine 25 mg capsule of 10x10,PAC,"296,523",0.5,"148,261.50","148,261.50",USD,RDF,Sea,1/27/2026,1/30/2026,2/20/2026,2/23/2026,Bunna Internationa Bank S.C,30754,2/12/2027,209,21,,,,Dejene,Opened,2/10/2026,5/10/2026,158,Amanuel,,,,
1055,3/4/2026,EPSA-ICB-G-0014-2017-BID,4500008911,Avian International,India,Pharmaakorn Trading house PLC,Endotracheal Tube Sterile Cuffed 6.5CH,EA,"3,953",0.286,"1,130.56","20,724.96",USD,SDG-MH,Sea,3/10/2026,3/10/2026,1/24/2026,1/26/2026,Abay Bank,AB/GF/00387/26,7/12/2026,-6,-45,,,,Selamawit,Opened,3/21/2026,6/18/2026,119,Yoseph,Fully shipped,,,
,,,,,,,Endotracheal Tube Sterile Cuffed 6 CH,EA,"3,953",0.286,"1,130.56",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Endotracheal Tube Sterile Cuffed 7 CH,EA,"7,905",0.286,"2,260.83",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Catheter folly  siliconized latex two way 30-5- ml ballon 16 CH,EA,"85,279",0.19,"16,203.01",,,,,,,,,,,,,,,,,,,,,,,,,,
1056,1/27/2026,EPSA-ICB-G-0042-2018,4500009429,Medicamen Biotech Limited,India,Droga Pharma PLC,Ibuprofen 100 mg/5ml suspension of 100 ml,BT,"213,948",0.24,"51,347.52","77,926.32",USD,RDF,Sea,1/27/2026,1/30/2026,3/3/2026,3/4/2026,Awash Bank,AA 00046492,1/31/2027,197,32,,,,Selamawit,Opened,2/10/2026,5/10/2026,158,Samuel ,,,GMP Expired,
,,,,,,,Propranolol 40 mg tablet of 10x10,PAC,"66,447",0.4,"26,578.80",,,,,,,,,,,,,,,,,,,,,,,,,,
